1.995564549961861189e+02 7.235454805491990271e+01 1.366390636918382882e+02
1.992779176201372877e+02 7.227690694126620485e+01 1.364917429443173091e+02
1.988799008390541587e+02 7.210797101449274749e+01 1.362610221205186747e+02
1.984616514111365291e+02 7.200302250190694053e+01 1.359415141113653647e+02
1.982886536994660673e+02 7.190983028222730411e+01 1.359443840579710070e+02
1.984661422578184613e+02 7.183541189931349891e+01 1.360534229595728561e+02
1.986580091533180905e+02 7.171204233409611106e+01 1.360927917620137180e+02
1.988645690312738452e+02 7.170443363844393048e+01 1.361447749809305776e+02
1.993433066361556030e+02 7.162397978642258067e+01 1.363438691838291277e+02
1.995786708619374394e+02 7.157431350114416091e+01 1.364063024408848150e+02
1.996133009153318199e+02 7.152704042715484434e+01 1.364606025934401146e+02
1.995815122044241150e+02 7.150340389016018605e+01 1.363524218154080927e+02
1.996874904652936777e+02 7.144550915331808483e+01 1.363113939740655951e+02
1.999756960335621727e+02 7.143099733028222431e+01 1.365094012204424132e+02
2.002972635392829943e+02 7.137087147215865457e+01 1.365248951182303472e+02
2.004211670480549117e+02 7.135319412662090599e+01 1.365133390541571430e+02
2.008431731502669777e+02 7.134242944317314539e+01 1.367861460717009834e+02
2.013714626239511745e+02 7.138684210526315610e+01 1.371029652936689445e+02
2.018919145690312860e+02 7.140884820747521644e+01 1.374004290617849051e+02
2.025020022883295212e+02 7.134396453089244972e+01 1.376739225781846017e+02
2.029470728451563559e+02 7.132524790236460888e+01 1.378304538520213498e+02
2.031857265446224119e+02 7.127973874904652973e+01 1.380347540045766550e+02
2.032307684973302742e+02 7.120863844393592501e+01 1.380322082379862820e+02
2.033329424103737608e+02 7.123128337147215916e+01 1.381532131960335619e+02
2.033878051106025850e+02 7.124280129672006012e+01 1.382423913043478194e+02
2.034527650648360009e+02 7.127068077803203039e+01 1.383151697177727044e+02
2.033218630816170958e+02 7.133540236460717665e+01 1.383103642257818535e+02
2.030798531655225077e+02 7.143192219679633581e+01 1.382077993897787849e+02
2.029449180015255649e+02 7.142548627002288697e+01 1.382881292906178601e+02
2.029235221205186974e+02 7.144121853546910472e+01 1.383523169336384342e+02
2.028855835240274530e+02 7.133965484363081089e+01 1.381774313501144036e+02
2.025752097635392772e+02 7.130722730739893223e+01 1.380013253241800157e+02
2.021783180778031976e+02 7.144445080091533384e+01 1.380563882532418063e+02
2.021259534706331067e+02 7.154627192982455597e+01 1.381200610221205238e+02
2.022421147978642182e+02 7.164282036613272453e+01 1.382996376811594246e+02
2.023804824561403564e+02 7.184323035850495387e+01 1.385379862700228841e+02
2.023553108314263795e+02 7.202823226544622059e+01 1.387082475209763572e+02
2.024771929824561312e+02 7.214946605644546196e+01 1.387980739893211251e+02
2.027723588863462965e+02 7.222851830663616113e+01 1.389679443173150162e+02
2.030473398169336292e+02 7.216140350877192589e+01 1.391592200610221255e+02
2.029403985507246375e+02 7.211504576659038435e+01 1.390377860411899178e+02
2.029372330282227210e+02 7.199062738367658199e+01 1.389393974065598911e+02
2.031492467581998369e+02 7.181428299008391036e+01 1.388918287566743004e+02
2.036313310450038045e+02 7.164932303585050022e+01 1.389575514874141788e+02
2.043747520976353940e+02 7.148841533180778640e+01 1.390943459191456952e+02
2.049049389778794819e+02 7.134325896262394906e+01 1.392546910755148701e+02
