7.393582899847807255e+01 8.641761124866546595e+01 9.532444404061513410e+01
7.579241532835108330e+01 8.838837653044998888e+01 9.718538036935238722e+01
7.600555391499898406e+01 8.859823274197579224e+01 9.738374258910114634e+01
7.402988210708039674e+01 8.654463575858073909e+01 9.515319264929695464e+01
7.035035095291097207e+01 8.305098471253663206e+01 9.172073688753606291e+01
6.804143288735433259e+01 8.089828044431320109e+01 8.946763055675442899e+01
6.841588487835903720e+01 8.160626263544057224e+01 8.978624809758535719e+01
7.042888944415419417e+01 8.366266497058356322e+01 9.189799650182858670e+01
7.315610022033936843e+01 8.649342389205642689e+01 9.496682416009812755e+01
7.531875383322353912e+01 8.860583104286395439e+01 9.721048088499193796e+01
7.712048247506984922e+01 9.028122799445743851e+01 9.894682325148218638e+01
7.975360606955455012e+01 9.278017172841468607e+01 1.013853780978125059e+02
8.027729823047043567e+01 9.313999500261226672e+01 1.014927878608908998e+02
7.990330054744110555e+01 9.264538990981986899e+01 1.007980146741476091e+02
7.847601253890012174e+01 9.112339004611226301e+01 9.913152215887150476e+01
7.368600504281852182e+01 8.642453944528996601e+01 9.456208118483519343e+01
6.862492333552916079e+01 8.160417281875383821e+01 8.983058855598210357e+01
6.524614406105899889e+01 7.824169184290030898e+01 8.666848011266837659e+01
6.485861935806282474e+01 7.787294141698657768e+01 8.634644390432274008e+01
6.716388024441769744e+01 8.010213979056402422e+01 8.859669945255889445e+01
6.979221088976217402e+01 8.265849669490947349e+01 9.111547372964132308e+01
7.220379120005451057e+01 8.499141357926538376e+01 9.331066715126183908e+01
7.408997569452331788e+01 8.663608795402403473e+01 9.500389569088885366e+01
7.390753696931149364e+01 8.638518501692297491e+01 9.489373736455942776e+01
7.337855212048248177e+01 8.576144288212979916e+01 9.433099743315993635e+01
7.188691138722940366e+01 8.432158190037026202e+01 9.298976671285464590e+01
6.948505326761011247e+01 8.205774254367035780e+01 9.091236399154986714e+01
6.780384117393181498e+01 8.057699384412693178e+01 8.961671171887422815e+01
6.860451354973537264e+01 8.141203461826772525e+01 9.051240260772777901e+01
7.228302251096017983e+01 8.507756172909616055e+01 9.409282647706881164e+01
7.658722713127228587e+01 8.924522408740885737e+01 9.811676850737114819e+01
7.821430842968447905e+01 9.073319628376076196e+01 9.954394293891829193e+01
7.780963360061785750e+01 9.035053267610112471e+01 9.883243986098176492e+01
7.799098198668878013e+01 9.063580401153942034e+01 9.876244235967561735e+01
7.838078958726120504e+01 9.106972491652091151e+01 9.910999931853802991e+01
7.946121345660223767e+01 9.216201758171864356e+01 9.995653408445585342e+01
7.871508075324261711e+01 9.143354610090180756e+01 9.924397474047657397e+01
7.799890966085909838e+01 9.093120641482860833e+01 9.872930059287190829e+01
7.837341844036072303e+01 9.142840106308065629e+01 9.912098221384276542e+01
7.845839674715489309e+01 9.160839788292483377e+01 9.932082093451150229e+01
7.749610430911114634e+01 9.071187788201622482e+01 9.848553029098425782e+01
7.381744769779433568e+01 8.713224905163210110e+01 9.497521749994321283e+01
6.995366058651160301e+01 8.329935488267496169e+01 9.145143447743225806e+01
6.751270926561116426e+01 8.082426231742498146e+01 8.930496558617086578e+01
6.711415623651272711e+01 8.039010290075641763e+01 8.903106330781636757e+01
6.725536651295912804e+01 8.058655702700860957e+01 8.927006337596256458e+01
6.872836926152238846e+01 8.204956500011357434e+01 9.072468936692183661e+01
7.127348204347727290e+01 8.448677963791654122e+01 9.313679213138586022e+01
7.258238875133453405e+01 8.568368807214410765e+01 9.450998341775890310e+01
7.320919746496149116e+01 8.623470685777888889e+01 9.532704495377416265e+01
7.240819571587579162e+01 8.536256047974922012e+01 9.460881811780205908e+01
7.042736751243667470e+01 8.335587079481180695e+01 9.277167616927515326e+01
6.732383072484837783e+01 8.029432342184766469e+01 8.982241101242532011e+01
6.468248415600935175e+01 7.751759307634645779e+01 8.705034868137110493e+01
6.413261249801240638e+01 7.694910614905845136e+01 8.646564295936215672e+01
6.413375962565022803e+01 7.700797310496785997e+01 8.657112191354519837e+01
6.575126638348136510e+01 7.857045180928150785e+01 8.800306657883379557e+01
6.896633577902460388e+01 8.154578288621856075e+01 9.054288667287553949e+01
7.213552006905480596e+01 8.453758262726302064e+01 9.321535333802785317e+01
7.344082638620720616e+01 8.575525293596528797e+01 9.415336301478772896e+01
7.248656384162823940e+01 8.471629602707675133e+01 9.318982122981168459e+01
7.227412943234217835e+01 8.459441655498262946e+01 9.310595597755718700e+01
7.232119573859118589e+01 8.490853644685732604e+01 9.329191558957818131e+01
7.320708493287600049e+01 8.586776230606727722e+01 9.418918519864615746e+01
7.397637598528042702e+01 8.659012334461532134e+01 9.481944665288598628e+01
7.440742339231765357e+01 8.696493878200031702e+01 9.511760897712559881e+01
7.498813120414328637e+01 8.747623969288780188e+01 9.556563614474252688e+01
7.455590259637007478e+01 8.717470413193103695e+01 9.510157190559480966e+01
7.299478681598255037e+01 8.571413806419371895e+01 9.360053835495082808e+01
7.058192308565976703e+01 8.336002771278650414e+01 9.131126910932921703e+01
6.731511936942052898e+01 8.017313676941598999e+01 8.821723871612566370e+01
6.615697476319196824e+01 7.907636917066079718e+01 8.705955977557185577e+01
6.561600754151238846e+01 7.843958839697431529e+01 8.644607364332280497e+01
6.637057901551462180e+01 7.911738182313790446e+01 8.721187788201622482e+01
6.737876791677078359e+01 7.992984349090248486e+01 8.797831815187515758e+01
6.805382413738273328e+01 8.044486972718806328e+01 8.840692365354473736e+01
6.764066510687595724e+01 7.994586920473389569e+01 8.794970810712581510e+01
6.733563137450877889e+01 7.972344001998955321e+01 8.796875496899347979e+01
6.788446948186175689e+01 8.026938191399949574e+01 8.881401767258024904e+01
6.709341707743679706e+01 7.964604865638416697e+01 8.826651977375462366e+01
6.556507961747269064e+01 7.816716261953978062e+01 8.688458305885559696e+01
6.454565795152534236e+01 7.712684278672512050e+01 8.590599232219521753e+01
6.437215773572904709e+01 7.705038275446925411e+01 8.565013742816255160e+01
6.494195079844627116e+01 7.768879903686709554e+01 8.609992503918405760e+01
6.514508325193648375e+01 7.793932716988847176e+01 8.628471480816845940e+01
6.404811121459236745e+01 7.692696999295822025e+01 8.522108897621697565e+01
6.409555232492105858e+01 7.687930172864184897e+01 8.512953456147923248e+01
6.345105967335256736e+01 7.623917043363695711e+01 8.461673443427299901e+01
6.482739704245507539e+01 7.764049474138518292e+01 8.606727165345387220e+01
6.719262658155963663e+01 8.001327715058037882e+01 8.846284896531358299e+01
7.000385026009131195e+01 8.275930763464552342e+01 9.110936328737250278e+01
7.315890557208732048e+01 8.584476296481385305e+01 9.415227267564682734e+01
7.523192422142970770e+01 8.760829566363037202e+01 9.582436453671944321e+01
7.572859641551006860e+01 8.790407287099924361e+01 9.596697181019013101e+01
7.477578765645230874e+01 8.692276764418599555e+01 9.496711946028212026e+01
7.217611248665470214e+01 8.423371873793244902e+01 9.236968175726325114e+01
6.785499625195920714e+01 8.006404606682870906e+01 8.836016400517911507e+01
6.355585716557254017e+01 7.618715217045635768e+01 8.472526860959044370e+01
6.339940485655225899e+01 7.616319878245462860e+01 8.475120959498444506e+01
6.486712627490175009e+01 7.766156327374326906e+01 8.626613361197556173e+01
6.590958135520068595e+01 7.873125411716603139e+01 8.736518410830701953e+01
6.660484292301751452e+01 7.936885264520819305e+01 8.800596279217681683e+01
6.743899779660631566e+01 8.019844172364446422e+01 8.869550007950390125e+01
6.947628512368534359e+01 8.217700974490607280e+01 9.056510233287144729e+01
7.025224314562842665e+01 8.297673943166071808e+01 9.117460191263657521e+01
6.918096222429184650e+01 8.184679599300365282e+01 9.001946709674489000e+01
6.947752311291824867e+01 8.210210571746587505e+01 9.029165436249233778e+01
7.031951479908229885e+01 8.269076391886059696e+01 9.087246439361243233e+01
7.190879767394316957e+01 8.399132271767031455e+01 9.206217204643027685e+01
7.463335074847239525e+01 8.645462599095927203e+01 9.452964359539332406e+01
7.561454239829180324e+01 8.737394089453241008e+01 9.543494309792608021e+01
7.543992912795583550e+01 8.712181132589782351e+01 9.515403311905140527e+01
7.307617608977125201e+01 8.489255616382345693e+01 9.288349271971469534e+01
7.157224632578424917e+01 8.343437521295686565e+01 9.144185993685118774e+01
7.084216205165481028e+01 8.279296049792154122e+01 9.078296572246325979e+01
7.226337369102515140e+01 8.427191468096222593e+01 9.215413533834586701e+01
7.351084660291211037e+01 8.558864684369534359e+01 9.336970447266202200e+01
7.387089703109738537e+01 8.586977261885832036e+01 9.368022397383185762e+01
7.411046498421279694e+01 8.613665583899324929e+01 9.394073552461213694e+01
7.362261772255412495e+01 8.559098652976852861e+01 9.344692547077663392e+01
